Practice_ID,Quarter,Year,Visit_Volume,Avg_Wait_Time_Min,Patient_Satisfaction_Score,No_Show_Rate,Followup_Adherence_Rate,Staff_to_Patient_Ratio,Provider_Productivity,A1C_Screening_Compliance,Total_Providers_FTE,Total_Staff_FTE,Unique_Patients_Seen
AP010,Q3,2020,2460,28.7,18.6,48,68,0.026,2756.0,51.8,1.0,22.2,1675
AP012,Q2,2020,1781,22.3,3.6,53,45,0.012,260.7,31.2,2.0,27.3,1378
AP001,Q1,2023,1962,55.1,11.8,65,65,0.038,1119.4,61.3,5.7,19.2,1283
AP009,Q1,2024,580,41.5,74.9,73,78,0.018,1200.7,83.0,2.2,14.3,1101
AP002,Q4,2021,3281,12.4,9.3,47,51,0.032,840.3,14.8,3.7,14.3,1902
AP011,Q4,2022,2915,23.3,68.7,57,65,0.024,192.0,43.7,4.4,15.7,1197
AP001,Q2,2022,3148,49.9,80.2,55,58,0.034,1032.1,96.7,1.8,34.3,1253
AP005,Q2,2021,4330,52.6,9.9,85,94,0.05,668.6,13.4,5.8,27.4,1515
AP005,Q3,2024,3815,51.2,86.8,83,48,0.056,395.2,31.8,2.8,44.8,1236
AP004,Q3,2022,3232,5.4,46.0,47,56,0.008,215.0,0.9,3.3,27.4,624
AP002,Q2,2021,2038,8.7,21.9,78,64,0.011,766.4,63.2,3.8,21.4,1453
AP002,Q3,2020,1271,24.5,2.8,83,69,0.091,2294.0,92.4,3.0,38.6,990
AP006,Q2,2022,3839,37.5,16.5,56,79,0.055,107.7,46.2,1.4,29.0,1794
AP008,Q2,2023,1514,12.3,94.5,79,64,0.023,138.9,78.6,3.8,35.4,1238
AP005,Q4,2021,637,29.2,89.4,70,84,0.02,711.6,59.4,4.0,15.7,856
AP001,Q4,2022,3423,49.2,70.0,70,82,0.078,1431.6,85.7,3.1,41.2,591
AP010,Q3,2022,1295,27.6,92.6,78,79,0.018,705.1,13.7,4.6,42.8,560
AP010,Q2,2023,4500,16.5,7.1,66,69,0.008,1510.0,58.1,2.2,10.8,1319
AP007,Q4,2021,3843,28.2,98.0,73,65,0.049,336.4,84.1,1.3,14.2,657
AP004,Q4,2024,3641,27.6,35.4,70,70,0.011,1450.9,36.2,3.3,31.8,1259
AP012,Q4,2024,4257,11.0,82.5,98,62,0.024,596.3,28.1,5.2,26.2,1400
AP007,Q4,2022,847,48.8,44.6,52,75,0.04,907.8,49.7,1.8,22.9,1142
AP005,Q4,2021,1871,8.3,96.7,76,67,0.046,276.2,40.8,1.6,40.7,823
AP005,Q1,2021,1358,6.8,2.3,49,86,0.051,1294.6,74.1,2.3,23.7,1183
AP006,Q3,2020,3277,58.9,2.3,76,81,0.032,1816.0,83.4,1.7,27.7,922
AP012,Q3,2022,2756,5.6,70.6,90,71,0.011,1624.2,96.4,2.7,24.4,307
AP003,Q1,2021,3135,0.1,87.9,59,64,0.019,382.4,23.0,1.3,36.2,1101
AP012,Q4,2023,1265,29.5,33.3,90,92,0.023,741.4,78.3,3.0,33.2,1829
AP010,Q2,2023,1994,45.5,36.5,77,83,0.029,607.0,52.5,2.8,23.7,1962
AP001,Q2,2021,1339,22.2,36.0,56,75,0.016,1084.3,68.1,4.9,11.1,1886
AP004,Q1,2023,3736,23.4,78.1,73,82,0.038,291.6,28.4,5.3,14.2,1653
AP005,Q1,2022,1173,56.5,65.8,89,57,0.05,484.2,75.9,2.6,41.7,1663
AP001,Q2,2024,3321,26.6,88.0,89,93,0.018,1554.6,72.6,5.9,42.8,574
AP006,Q1,2021,3842,7.3,99.9,65,70,0.008,509.8,61.6,5.7,30.9,392
AP003,Q3,2020,1413,57.0,24.9,54,90,0.043,1009.5,71.4,3.4,28.7,1545
AP005,Q3,2024,1331,54.5,14.1,94,74,0.049,710.4,99.9,3.3,31.7,1805
AP008,Q2,2020,3245,17.1,90.5,88,63,0.039,4775.0,8.5,3.9,39.2,644
AP005,Q2,2021,504,52.4,33.2,77,82,0.052,432.3,86.8,4.8,44.1,713
AP008,Q3,2022,4197,4.2,55.2,73,62,0.022,266.0,28.2,5.8,36.0,1627
AP001,Q1,2023,3337,4.3,27.7,53,79,0.03,111.7,60.6,1.8,35.5,1318
AP002,Q3,2020,628,39.4,96.7,68,69,0.046,1156.7,42.2,5.1,31.8,1792
AP011,Q3,2020,3299,46.7,5.6,89,53,0.025,410.4,96.5,3.2,35.4,1425
AP007,Q4,2022,3009,11.4,96.1,53,55,0.049,1490.0,77.0,4.9,49.6,872
AP010,Q2,2023,4536,13.9,47.9,62,87,0.05,148.2,17.1,1.6,15.4,1718
AP009,Q3,2021,4796,23.0,63.4,80,42,0.009,4299.1,89.0,1.5,45.5,1785
AP005,Q4,2021,837,2.2,10.1,63,85,0.015,924.6,45.5,2.2,30.9,1409
AP007,Q2,2022,2857,42.5,43.8,63,20,0.033,722.8,62.2,2.8,23.5,1538
AP008,Q1,2022,4622,10.3,32.7,86,89,0.022,1099.7,77.4,3.3,31.9,1174
AP011,Q4,2024,3175,19.4,92.6,80,65,0.02,677.2,33.8,1.4,40.5,1457
AP005,Q1,2021,3770,3.5,6.8,64,91,0.037,271.2,68.3,1.1,38.9,1309
AP009,Q1,2023,4105,16.0,70.2,87,70,0.015,762.6,67.2,4.4,26.5,1659
AP006,Q1,2020,853,7.7,80.3,67,62,0.046,1260.5,59.7,2.3,48.5,1926
AP001,Q4,2020,2241,24.0,64.6,92,60,0.043,706.2,57.1,3.0,47.1,1144
AP005,Q2,2021,3882,48.2,47.7,82,70,0.031,1690.0,7.6,1.7,28.2,608
AP009,Q4,2020,4296,59.2,84.8,62,57,0.032,868.3,32.7,4.8,22.6,360
AP003,Q2,2022,4962,19.1,41.5,56,68,0.017,3037.9,20.9,1.9,42.7,613
AP005,Q3,2023,3910,23.5,50.9,51,62,0.019,760.2,12.0,3.2,44.4,1832
AP006,Q4,2024,1091,22.2,67.4,71,68,0.148,1221.7,14.3,5.9,33.6,1441
AP009,Q4,2023,2248,30.5,95.5,84,50,0.023,1132.7,1.3,2.4,27.1,1379
AP004,Q4,2020,4206,7.9,91.9,66,56,0.027,160.8,79.9,1.5,44.1,1975
AP009,Q3,2021,2937,16.8,72.9,70,76,0.058,906.4,10.7,4.1,41.0,1023
AP012,Q3,2024,1243,36.1,56.0,76,83,0.047,704.5,35.3,4.8,13.3,556
AP009,Q4,2024,743,55.9,91.2,77,59,0.031,131.5,7.9,1.0,21.0,1638
AP001,Q2,2024,1980,48.7,4.7,61,65,0.018,1670.4,38.2,1.2,32.4,1567
AP010,Q2,2022,2551,42.9,33.6,79,84,0.019,1346.4,56.9,6.0,28.1,1811
AP003,Q4,2024,3750,55.5,22.0,68,70,0.08,210.9,37.7,1.3,44.8,1851
AP012,Q2,2023,4260,4.5,59.8,61,58,0.03,1250.6,58.1,3.4,22.8,747
AP001,Q4,2023,4971,23.3,40.2,80,71,0.026,1113.7,67.3,1.3,34.8,1968
AP002,Q3,2020,3300,22.7,46.0,56,89,0.095,139.6,9.4,4.8,35.4,1149
AP011,Q1,2020,1034,12.9,65.6,84,80,0.041,3800.0,7.7,5.8,40.7,1382
AP003,Q4,2024,919,16.4,67.7,45,90,0.052,833.1,1.5,1.5,29.1,1970
AP003,Q4,2023,709,57.1,72.7,66,78,0.027,1658.7,87.6,5.3,46.8,994
AP011,Q1,2020,1480,47.2,80.3,78,69,0.019,575.6,28.9,2.5,44.8,671
AP009,Q4,2023,2105,37.7,23.3,96,65,0.027,429.1,88.4,2.4,16.3,765
AP004,Q2,2024,3308,51.5,70.4,62,92,0.022,852.8,36.3,3.4,46.8,1597
AP005,Q1,2024,3958,56.7,60.0,59,75,0.016,3083.8,20.7,2.8,11.1,1040
AP006,Q2,2024,1477,54.1,23.6,83,61,0.013,558.3,59.1,5.3,32.3,1235
AP001,Q2,2023,2992,33.5,31.7,65,94,0.021,776.6,1.4,2.5,20.8,1895
AP011,Q2,2024,2912,44.6,71.2,82,65,0.066,232.2,13.6,3.0,41.7,364
AP005,Q2,2020,987,30.7,82.9,81,58,0.029,140.8,62.2,4.7,11.8,1247
AP011,Q2,2020,1200,28.6,36.6,72,88,0.022,1474.0,93.1,2.2,21.0,1867
AP001,Q3,2024,4517,4.5,88.6,77,88,0.046,436.5,60.6,1.4,37.4,1316
AP001,Q4,2020,4417,2.8,55.6,56,82,0.006,1540.6,40.1,1.7,31.1,581
AP009,Q1,2023,1435,4.1,51.8,61,62,0.135,2875.0,2.4,5.9,39.8,655
AP006,Q2,2022,2863,44.1,66.2,82,60,0.012,1058.1,17.9,3.7,19.4,893
AP006,Q1,2021,1267,41.7,56.9,52,93,0.006,530.0,46.1,2.4,11.5,927
AP007,Q1,2021,4757,47.5,46.6,76,99,0.039,1492.1,84.7,1.8,34.2,1144
AP011,Q2,2024,2994,19.0,61.4,71,56,0.022,2353.6,30.6,5.3,40.0,1324
AP009,Q3,2020,1885,42.5,54.6,72,58,0.037,1107.9,96.7,1.9,42.3,919
AP005,Q4,2020,1964,43.1,75.6,59,72,0.024,455.6,83.9,2.4,44.0,1023
AP007,Q2,2023,3550,31.0,21.0,72,82,0.027,668.7,31.3,6.0,26.1,633
AP004,Q1,2024,3891,25.0,20.5,52,54,0.039,365.7,58.8,1.7,15.0,588
AP009,Q3,2022,2980,28.1,56.0,99,96,0.036,172.3,18.5,4.2,32.2,1240
AP011,Q3,2021,4940,5.8,57.1,60,90,0.068,426.1,9.6,3.5,26.4,1782
AP004,Q1,2023,4620,5.3,99.3,86,67,0.054,633.0,99.7,4.8,27.0,1423
AP009,Q4,2024,1792,31.6,88.2,89,65,0.013,1282.6,25.2,4.9,15.2,357
AP006,Q1,2021,4819,36.5,11.1,75,70,0.016,1073.0,61.4,1.2,11.8,1450
AP011,Q3,2023,3205,41.3,43.5,95,63,0.068,2992.3,87.8,5.4,12.7,447
AP005,Q4,2023,4248,0.6,43.6,82,69,0.017,1598.2,29.8,5.2,31.1,527
AP011,Q3,2023,2103,49.3,66.4,62,69,0.031,791.3,82.8,2.5,48.4,1290
AP011,Q4,2020,1999,58.7,88.1,85,97,0.014,1490.3,4.6,2.8,45.2,1142
AP004,Q4,2020,692,21.5,46.6,85,69,0.035,358.6,12.3,4.5,45.6,395
AP009,Q3,2023,4722,39.1,55.0,79,65,0.125,711.3,81.0,5.0,42.1,1342
AP004,Q3,2022,2806,35.5,11.1,67,98,0.025,716.4,20.3,2.6,40.3,1751
AP005,Q4,2022,2677,10.3,57.9,66,69,0.042,335.8,24.9,3.3,49.1,1050
AP004,Q1,2023,3269,6.8,8.1,73,52,0.03,2090.6,54.7,2.0,33.9,1492
AP012,Q1,2021,2864,25.3,91.5,58,91,0.017,989.1,2.6,2.3,27.0,460
AP008,Q3,2023,2606,21.6,83.3,87,78,0.015,301.4,60.1,4.4,32.4,1366
AP010,Q1,2024,4813,44.7,0.1,64,55,0.008,581.4,91.7,3.4,20.9,1747
AP004,Q1,2023,1171,6.4,27.3,51,71,0.023,628.1,75.1,2.4,23.8,615
AP002,Q3,2020,2449,38.2,75.0,87,75,0.024,789.8,5.0,1.1,50.0,898
AP009,Q4,2021,893,2.0,6.4,61,59,0.007,174.9,86.0,2.7,49.4,1229
AP006,Q2,2020,3567,28.5,66.9,72,52,0.021,916.2,46.4,1.1,11.6,1781
AP010,Q4,2022,687,28.3,96.4,80,73,0.022,1161.6,92.4,1.9,33.5,735
AP007,Q4,2020,3019,0.6,4.0,92,82,0.011,498.1,86.3,3.2,46.8,1726
AP002,Q3,2022,2522,56.9,39.7,49,64,0.017,566.7,11.0,1.1,17.6,896
AP003,Q2,2024,3921,44.5,91.5,68,68,0.034,313.9,53.2,1.1,17.8,878
AP006,Q4,2021,1493,33.4,63.9,68,63,0.027,431.1,83.6,4.7,11.2,352
AP003,Q4,2021,3059,9.2,46.5,77,77,0.013,398.1,79.1,5.3,11.3,998
AP011,Q3,2021,3297,4.1,16.1,81,83,0.02,328.8,73.5,2.3,14.0,378
AP001,Q3,2022,4973,31.2,88.5,87,70,0.031,2296.7,94.2,3.6,38.4,1113
AP001,Q1,2021,848,7.6,99.1,59,58,0.051,106.1,32.1,3.5,28.2,1324
AP009,Q2,2022,583,29.5,95.9,59,71,0.06,867.8,33.2,3.1,23.8,1273
AP010,Q3,2023,2746,38.3,99.1,77,77,0.048,515.4,25.9,4.2,17.7,1176
AP006,Q4,2020,786,8.2,74.7,49,73,0.016,1544.8,6.1,2.7,24.1,1504
AP003,Q2,2023,551,52.5,59.1,86,95,0.028,148.9,57.2,3.2,25.4,1697
AP011,Q2,2023,1022,59.8,66.6,44,77,0.07,173.4,74.0,4.7,42.4,709
AP001,Q4,2022,2881,38.0,74.9,96,53,0.066,192.8,86.8,3.3,34.7,1553
AP009,Q3,2022,2056,1.9,23.8,64,71,0.025,2569.1,67.7,2.6,45.5,1130
AP008,Q4,2023,4826,47.7,91.4,87,57,0.061,1555.4,54.1,3.0,20.2,1496
AP007,Q2,2024,757,48.7,97.6,51,65,0.089,249.1,77.4,4.1,19.9,647
AP003,Q4,2024,3517,22.3,79.0,87,72,0.02,4533.0,81.3,1.7,30.4,1243
AP005,Q3,2023,3550,19.4,77.1,69,91,0.059,944.7,99.9,2.0,13.9,1793
AP007,Q2,2023,3327,15.1,63.8,70,84,0.083,2455.6,0.1,3.6,19.6,909
AP002,Q3,2024,4513,13.7,60.8,74,80,0.03,138.4,32.1,3.1,22.4,576
AP012,Q3,2024,3188,48.4,16.4,83,60,0.016,2323.1,53.7,5.3,25.1,1441
AP009,Q4,2024,2137,31.0,7.7,93,47,0.016,1202.2,55.3,2.3,28.6,871
AP011,Q2,2021,1107,14.7,31.2,78,75,0.05,766.7,20.6,5.7,38.1,1873
AP011,Q3,2020,3108,10.5,92.2,68,65,0.011,372.3,19.3,1.6,42.3,489
AP006,Q2,2020,3610,8.3,46.4,78,54,0.008,579.2,94.5,4.1,26.8,648
AP002,Q4,2024,4002,19.1,83.9,65,86,0.027,693.3,63.4,3.5,10.6,1553
AP007,Q2,2023,2627,29.7,92.4,91,80,0.017,485.6,91.1,4.6,36.5,1146
AP012,Q4,2023,4565,32.7,98.9,48,95,0.025,922.5,27.9,3.2,33.2,1264
AP002,Q1,2023,2292,12.8,50.8,62,68,0.015,951.2,36.7,4.7,19.7,1479
AP003,Q1,2022,1948,45.0,10.6,57,74,0.017,106.2,15.1,1.1,32.4,1894
AP005,Q1,2021,4981,34.4,76.0,69,87,0.069,1657.7,40.0,1.2,44.4,1909
AP010,Q3,2021,1241,56.1,88.6,81,53,0.08,711.8,63.3,4.8,39.5,490
AP008,Q4,2023,2743,38.0,71.8,71,84,0.048,221.6,54.5,3.6,12.7,545
AP008,Q1,2022,575,41.6,32.5,83,73,0.022,231.8,57.0,3.9,18.5,1365
AP012,Q3,2024,3903,8.3,83.6,64,57,0.023,840.0,73.8,2.4,28.7,595
AP010,Q4,2023,3374,28.2,59.0,96,57,0.038,471.9,42.0,3.3,20.5,337
AP002,Q1,2024,2596,55.4,5.2,71,76,0.054,804.5,49.7,2.3,43.9,1516
AP005,Q2,2021,3807,3.1,39.4,76,88,0.039,2429.4,87.9,1.2,42.3,952
AP005,Q3,2021,2774,24.5,4.4,70,79,0.024,207.7,56.8,5.6,18.0,794
AP009,Q1,2023,3422,57.7,35.3,74,82,0.025,718.7,7.3,3.4,43.0,1438
AP006,Q4,2024,2891,49.1,8.3,75,77,0.019,898.1,15.3,2.5,47.3,1458
AP011,Q3,2024,3013,17.6,17.7,79,66,0.091,244.4,38.4,3.0,49.2,1528
AP001,Q1,2023,2450,27.4,13.0,97,67,0.023,2148.0,55.5,1.1,15.6,1909
AP011,Q2,2021,4946,9.3,96.0,90,66,0.012,1013.5,25.0,1.6,19.7,883
AP006,Q1,2022,3394,4.8,10.2,80,97,0.054,1087.4,48.6,3.8,42.9,930
AP005,Q2,2021,2512,52.9,56.1,55,90,0.02,2261.9,67.4,3.4,42.7,1576
AP011,Q4,2021,4873,13.6,20.5,81,55,0.02,964.1,46.1,4.3,41.5,1319
AP009,Q1,2024,4477,36.3,22.8,57,73,0.04,279.6,26.8,1.5,44.5,1706
AP008,Q4,2023,2310,41.7,23.8,77,66,0.031,3937.3,27.2,2.9,22.6,1409
AP011,Q1,2021,3329,34.3,77.4,78,80,0.028,341.1,69.8,5.3,16.6,1621
AP001,Q4,2020,2167,11.4,17.6,80,90,0.042,258.8,31.8,4.9,15.8,709
AP003,Q1,2022,3698,31.5,71.5,67,75,0.018,714.1,46.8,4.6,27.7,921
AP002,Q4,2024,890,37.0,4.6,70,62,0.121,594.2,99.3,5.9,36.9,442
AP011,Q1,2024,3480,37.7,54.2,90,66,0.078,1229.2,69.2,5.0,28.5,1131
AP008,Q4,2023,4514,19.4,86.3,84,87,0.023,1845.2,27.1,1.1,19.5,480
AP001,Q2,2021,1424,43.9,23.6,60,78,0.082,470.4,19.2,1.4,23.2,1398
AP005,Q1,2020,3543,18.6,40.6,88,53,0.03,1320.0,42.6,5.4,37.3,1940
AP001,Q2,2022,2525,32.8,0.0,57,39,0.01,1005.2,83.7,1.7,41.0,1443
AP007,Q1,2022,2066,3.8,88.4,69,73,0.052,644.8,14.4,3.9,44.4,503
AP009,Q3,2022,664,33.7,8.8,73,87,0.007,210.9,22.1,4.6,42.5,1570
AP007,Q4,2021,4859,25.5,0.5,60,71,0.009,348.3,80.6,3.7,35.8,1968
AP011,Q4,2020,2472,34.0,83.8,84,88,0.024,1074.1,16.1,4.4,14.1,1394
AP001,Q2,2020,1871,42.9,94.4,79,60,0.025,388.0,26.8,1.7,37.1,1538
AP011,Q4,2021,2477,10.8,87.2,93,79,0.023,621.4,85.2,3.6,32.5,873
AP001,Q4,2023,699,42.7,97.7,83,66,0.065,260.7,83.4,5.3,34.4,1201
AP011,Q3,2021,2996,32.2,0.9,78,95,0.018,667.8,36.5,3.2,44.4,991
AP003,Q4,2024,4364,57.7,17.7,93,64,0.046,3216.4,35.3,5.2,35.8,1811
AP009,Q1,2023,858,55.1,82.8,68,91,0.031,212.4,87.5,1.3,12.7,1513
AP004,Q2,2021,2641,35.1,60.9,71,77,0.009,749.6,32.9,2.8,30.9,1102
AP002,Q2,2020,2985,49.2,91.3,79,76,0.047,1625.6,48.8,5.7,13.8,1212
AP009,Q2,2021,3423,29.8,16.1,91,74,0.045,780.3,49.5,5.3,15.4,641
AP006,Q3,2021,1697,3.0,80.7,85,83,0.026,1491.7,30.7,2.5,48.4,1614
AP001,Q2,2021,4291,22.3,97.2,64,74,0.022,219.0,54.3,3.9,18.7,1630
AP002,Q2,2022,2290,33.3,45.2,81,57,0.046,771.4,98.9,2.4,33.1,1303
AP008,Q4,2022,719,39.4,31.0,96,63,0.031,1779.2,12.3,5.6,39.0,555
AP007,Q1,2023,3304,15.8,53.6,81,47,0.012,412.5,54.7,4.0,35.8,814
AP004,Q4,2020,4268,21.5,80.7,78,89,0.085,497.0,19.2,4.9,32.7,1047
AP007,Q1,2021,3228,34.1,97.6,66,63,0.013,365.9,58.4,4.0,43.4,1660
AP007,Q2,2023,1430,28.0,34.1,70,54,0.031,633.8,39.3,4.7,27.8,1115
AP006,Q4,2024,4184,27.8,23.7,64,65,0.027,640.0,98.5,1.5,10.6,360
AP010,Q1,2020,3374,48.6,98.2,69,70,0.071,512.1,48.9,6.0,45.7,1408
AP012,Q3,2021,1153,44.7,51.1,48,89,0.022,466.4,37.5,1.4,29.8,1133
AP004,Q4,2021,2840,3.6,16.7,48,76,0.039,1056.5,57.2,4.4,38.2,1604
AP007,Q1,2024,510,1.2,52.0,80,86,0.035,1961.2,68.6,5.5,47.9,1030
AP001,Q2,2023,3384,55.6,80.9,47,77,0.049,346.0,17.8,4.2,37.0,1391
AP007,Q4,2024,2315,23.8,97.9,86,55,0.01,1698.0,40.1,1.2,37.1,326
AP005,Q4,2024,3283,15.6,25.5,75,64,0.025,486.8,12.4,5.6,46.8,1692
AP009,Q2,2023,1737,20.2,88.1,70,84,0.031,745.0,59.9,1.1,12.4,1477
AP001,Q2,2022,4272,9.3,5.6,67,83,0.012,844.5,2.8,1.9,48.6,469
AP003,Q2,2021,3099,37.0,0.6,95,78,0.032,639.5,18.4,5.6,24.2,1274
AP009,Q2,2023,3744,50.0,23.9,73,57,0.042,242.9,41.4,4.3,36.7,1555
AP007,Q1,2021,3955,52.7,40.1,72,63,0.02,260.4,8.9,2.3,34.2,380
AP009,Q2,2020,1770,42.5,68.3,76,59,0.017,757.9,14.0,3.0,34.6,1357
AP010,Q1,2024,2200,54.4,28.1,78,57,0.025,3610.0,51.2,4.1,20.3,1746
AP004,Q2,2022,4631,56.5,94.0,54,75,0.03,183.3,91.2,4.3,43.5,684
AP005,Q2,2024,2553,18.7,16.4,65,70,0.029,462.5,86.2,4.9,17.2,1393
AP005,Q3,2020,1413,43.9,96.0,61,70,0.025,774.7,36.7,1.3,36.1,1117
AP012,Q1,2024,4575,28.4,22.1,62,63,0.016,1361.4,1.7,5.4,12.5,1439
AP006,Q2,2020,4595,15.9,81.3,92,68,0.013,1733.6,16.3,4.6,22.1,313
AP012,Q1,2021,4716,29.1,53.6,93,76,0.025,1982.6,20.3,2.9,17.8,1960
AP012,Q1,2024,1824,38.2,6.4,76,65,0.018,911.4,23.1,5.2,49.4,1696
AP009,Q4,2024,2084,34.8,38.2,32,70,0.018,222.7,68.4,5.5,45.6,683
AP001,Q3,2020,1312,48.1,89.6,51,57,0.087,207.3,77.8,1.6,11.8,1751
AP011,Q1,2022,2267,10.1,2.8,78,98,0.02,1228.5,79.3,1.8,31.7,665
AP012,Q3,2021,3302,57.9,41.5,79,72,0.017,2227.7,98.5,5.5,41.4,1297
AP006,Q1,2023,1035,25.4,67.2,72,89,0.034,149.7,44.3,1.9,48.5,1122
AP004,Q4,2022,2020,38.7,61.3,67,98,0.05,1866.7,24.6,5.7,35.3,1064
AP008,Q4,2023,4057,23.5,29.6,58,75,0.054,281.7,30.3,2.9,23.1,1622
AP002,Q2,2020,4275,55.0,86.5,66,76,0.048,670.9,85.5,3.1,46.1,1832
AP012,Q4,2023,4648,44.0,48.6,69,74,0.014,357.3,3.2,1.8,16.1,1081
AP008,Q4,2024,2585,19.9,5.7,93,74,0.028,860.4,18.3,4.5,10.9,1229
AP006,Q2,2020,3762,49.8,56.4,64,84,0.021,1043.1,0.8,1.3,10.8,516
AP001,Q4,2020,4438,1.1,68.1,85,81,0.1,567.3,54.4,3.4,32.5,623
AP007,Q3,2022,2672,1.9,77.8,83,71,0.056,2537.8,41.4,1.9,30.0,1105
AP007,Q4,2024,1976,9.0,75.2,70,80,0.018,2002.5,72.1,1.1,37.9,1053
AP002,Q2,2024,4523,28.7,33.3,70,73,0.018,3786.7,66.6,3.3,33.5,331
AP001,Q1,2022,4132,36.0,70.8,47,56,0.019,375.8,26.1,5.9,45.4,1457
AP012,Q3,2021,725,54.9,30.4,44,73,0.025,681.1,13.9,3.9,38.6,1703
AP011,Q1,2024,4267,37.0,62.0,52,71,0.025,987.9,32.8,3.6,47.8,493
AP009,Q4,2023,4438,43.7,73.8,63,53,0.032,163.8,34.2,3.0,40.6,1129
AP005,Q3,2021,3511,14.0,90.5,78,76,0.061,759.5,45.0,3.7,12.4,730
AP005,Q1,2020,4226,53.8,34.3,83,50,0.011,1182.7,23.1,4.8,47.8,740
AP007,Q3,2020,3421,54.0,52.5,79,65,0.124,223.1,65.8,5.2,22.2,871
AP010,Q2,2023,3347,1.5,88.4,76,85,0.006,3347.0,66.2,2.3,43.7,843
AP003,Q1,2024,3578,45.7,48.0,59,57,0.104,894.4,97.0,1.6,46.6,800
AP009,Q2,2023,1459,12.1,0.5,59,55,0.068,164.9,4.6,4.1,37.4,805
AP012,Q1,2023,1399,9.5,99.2,73,58,0.044,690.0,68.8,3.5,39.7,1726
AP007,Q1,2024,3895,55.2,84.3,84,86,0.02,2976.2,46.1,2.3,12.3,1010
AP006,Q4,2022,3957,14.2,63.4,89,92,0.032,649.5,16.9,4.6,20.2,1028
AP002,Q1,2024,1172,36.5,11.7,69,72,0.019,681.6,45.6,3.2,32.8,1474
AP002,Q4,2023,1881,52.3,35.9,74,67,0.015,1430.0,20.5,3.3,16.2,748
AP011,Q3,2023,1379,2.9,77.6,70,92,0.023,482.1,29.7,5.6,15.7,1359
AP007,Q3,2023,3764,26.8,29.0,70,69,0.018,233.7,15.2,1.5,20.5,1795
AP007,Q4,2021,3555,27.2,21.0,40,87,0.106,382.8,46.4,2.7,40.4,1493
AP010,Q1,2024,1787,8.3,72.3,66,94,0.033,835.4,39.3,5.1,16.2,812
AP003,Q3,2024,2552,49.8,60.9,63,66,0.066,439.3,49.7,1.5,10.5,785
AP001,Q2,2021,4397,43.7,62.5,97,52,0.034,1075.4,65.0,4.5,48.2,1474
AP002,Q3,2022,3611,44.8,47.3,83,82,0.018,888.7,7.1,3.7,33.3,607
AP006,Q4,2024,4610,18.0,68.7,65,91,0.047,812.0,90.2,5.5,25.2,1944
AP011,Q1,2021,1803,0.5,97.7,66,69,0.051,1631.3,27.0,4.0,12.7,1621
AP010,Q2,2021,4898,49.4,79.0,65,66,0.016,1751.4,41.3,4.2,39.1,1702
AP007,Q1,2020,4964,25.9,16.7,71,47,0.014,2345.6,14.6,2.7,49.6,1205
AP001,Q4,2023,2193,25.6,17.9,74,78,0.027,754.5,87.2,3.6,31.1,1454
AP010,Q4,2024,3100,51.9,39.8,90,55,0.01,932.1,29.1,4.4,46.0,1336
AP005,Q3,2020,4716,12.5,70.5,79,80,0.02,1210.8,90.0,5.3,45.2,1358
AP005,Q4,2021,2201,7.2,84.5,87,64,0.029,1086.5,26.6,4.3,31.1,1278
AP001,Q4,2022,1213,16.1,30.9,51,29,0.029,599.7,69.5,2.0,33.7,708
AP004,Q2,2021,2256,10.3,56.5,87,59,0.041,922.5,64.8,2.4,23.3,1872
AP004,Q2,2021,2834,6.9,62.3,78,74,0.025,1256.7,88.5,4.6,41.4,384
AP003,Q4,2020,2066,44.2,26.3,68,84,0.082,222.7,71.2,2.4,16.3,1638
AP001,Q3,2020,3579,23.0,23.3,81,70,0.094,1213.3,51.9,2.5,33.3,335
AP004,Q3,2024,764,10.6,66.5,72,32,0.013,1319.1,34.7,5.9,13.6,1441
AP012,Q4,2023,1703,1.9,26.8,88,79,0.013,1690.7,6.5,2.2,43.5,1999
AP004,Q4,2022,3746,4.3,0.9,48,80,0.023,516.2,0.3,4.7,36.3,1080
AP003,Q3,2023,3532,54.9,30.1,99,63,0.063,776.7,23.7,3.6,20.7,1864
AP002,Q1,2021,3218,35.7,7.0,87,88,0.016,1154.2,82.2,4.3,45.0,459
AP011,Q2,2022,1512,38.9,52.8,93,48,0.035,543.1,8.5,4.5,24.5,1200
AP006,Q4,2024,3011,15.4,36.5,91,71,0.033,2304.3,75.7,1.7,41.8,1980
AP008,Q4,2020,4245,0.7,58.4,72,86,0.076,228.1,80.7,5.1,15.0,334
AP012,Q2,2023,991,38.3,78.8,65,88,0.04,1125.9,27.9,5.9,49.1,1060
AP007,Q2,2020,4095,22.6,98.3,69,70,0.038,638.2,28.8,5.0,25.2,325
AP011,Q2,2020,2979,21.6,48.6,61,89,0.036,2296.7,85.1,2.8,30.1,1234
AP008,Q3,2024,3733,44.0,82.4,65,60,0.035,1182.1,15.1,4.2,49.6,903
AP009,Q2,2022,1121,18.8,25.2,71,93,0.02,767.1,94.1,1.2,39.6,1993
AP012,Q3,2024,2156,13.5,1.9,93,77,0.03,160.9,42.6,1.4,28.2,588
AP003,Q3,2020,4901,32.1,55.3,60,63,0.016,861.7,92.6,2.5,42.2,394
AP012,Q3,2022,3028,31.0,99.4,76,80,0.071,2150.0,52.4,1.2,10.1,1718
AP003,Q2,2021,3381,44.0,41.0,74,56,0.017,204.4,77.2,5.7,13.4,1407
